"sha256","App_name","Category","Number of type"
"31C5F563741F8080454385749F9691A9B7B812007D206EBDDFD96B53588EB52A","Tamweel Touch","Network","6"
"31C5F563741F8080454385749F9691A9B7B812007D206EBDDFD96B53588EB52A","Tamweel Touch","UI","1"
"31C5F563741F8080454385749F9691A9B7B812007D206EBDDFD96B53588EB52A","Tamweel Touch","Cryptography","3"
"31C5F563741F8080454385749F9691A9B7B812007D206EBDDFD96B53588EB52A","Tamweel Touch","Permissions","2"
"31C5F563741F8080454385749F9691A9B7B812007D206EBDDFD96B53588EB52A","Tamweel Touch","Java Code Security","1"
"3A7ADC6D5729DE1C097F7405D804C1A58911F8E5861420692D4960BBB8B2FD65","My KEAZ par Orabank","Network","11"
"3A7ADC6D5729DE1C097F7405D804C1A58911F8E5861420692D4960BBB8B2FD65","My KEAZ par Orabank","Cryptography","3"
"3A7ADC6D5729DE1C097F7405D804C1A58911F8E5861420692D4960BBB8B2FD65","My KEAZ par Orabank","Permissions","1"
"3A7ADC6D5729DE1C097F7405D804C1A58911F8E5861420692D4960BBB8B2FD65","My KEAZ par Orabank","Java Code Security","1"
"8C25604514200706335CA8B0D3DF5D7FD05867B514DFB170A5DA8222E376081F","ALease Pay","Permissions","2"
"8C25604514200706335CA8B0D3DF5D7FD05867B514DFB170A5DA8222E376081F","ALease Pay","Network","7"
"8C25604514200706335CA8B0D3DF5D7FD05867B514DFB170A5DA8222E376081F","ALease Pay","UI","2"
"8C25604514200706335CA8B0D3DF5D7FD05867B514DFB170A5DA8222E376081F","ALease Pay","General","1"
"8C25604514200706335CA8B0D3DF5D7FD05867B514DFB170A5DA8222E376081F","ALease Pay","Cryptography","1"
"8C25604514200706335CA8B0D3DF5D7FD05867B514DFB170A5DA8222E376081F","ALease Pay","Java Code Security","1"
"881F3122D95714FCDC811D16C9ACC2F55A04D9E8B5880C9AF5526C3A91FCD2FB","Banque Populaire Côte d'ivoire","Cryptography","4"
"881F3122D95714FCDC811D16C9ACC2F55A04D9E8B5880C9AF5526C3A91FCD2FB","Banque Populaire Côte d'ivoire","Network","4"
"881F3122D95714FCDC811D16C9ACC2F55A04D9E8B5880C9AF5526C3A91FCD2FB","Banque Populaire Côte d'ivoire","Permissions","3"
"881F3122D95714FCDC811D16C9ACC2F55A04D9E8B5880C9AF5526C3A91FCD2FB","Banque Populaire Côte d'ivoire","App Certificates","1"
"881F3122D95714FCDC811D16C9ACC2F55A04D9E8B5880C9AF5526C3A91FCD2FB","Banque Populaire Côte d'ivoire","Java Code Security","1"
"092AE15F7D45C524D80F0666DBB3FA5142588CA52E9181298D7EE2C34F62CD8C","Bridge Touch","Java Code Security","1"
"092AE15F7D45C524D80F0666DBB3FA5142588CA52E9181298D7EE2C34F62CD8C","Bridge Touch","Network","14"
"092AE15F7D45C524D80F0666DBB3FA5142588CA52E9181298D7EE2C34F62CD8C","Bridge Touch","Permissions","3"
"092AE15F7D45C524D80F0666DBB3FA5142588CA52E9181298D7EE2C34F62CD8C","Bridge Touch","Cryptography","5"
"092AE15F7D45C524D80F0666DBB3FA5142588CA52E9181298D7EE2C34F62CD8C","Bridge Touch","Inter-Component Communication","1"
"F5C0152806212ADF840E27AB0883CD87B4A9C35AA220E6D1F8E497A06E4B877B","AFGmobile","Network","11"
"F5C0152806212ADF840E27AB0883CD87B4A9C35AA220E6D1F8E497A06E4B877B","AFGmobile","Java Code Security","1"
"F5C0152806212ADF840E27AB0883CD87B4A9C35AA220E6D1F8E497A06E4B877B","AFGmobile","Permissions","3"
"F5C0152806212ADF840E27AB0883CD87B4A9C35AA220E6D1F8E497A06E4B877B","AFGmobile","Cryptography","2"
"23E8E59D4874A127ACB382882A1B3A837E6B6B43C980DE03361F30374B270580","MyBOA","Java Code Security","1"
"23E8E59D4874A127ACB382882A1B3A837E6B6B43C980DE03361F30374B270580","MyBOA","Network","8"
"23E8E59D4874A127ACB382882A1B3A837E6B6B43C980DE03361F30374B270580","MyBOA","Permissions","3"
"23E8E59D4874A127ACB382882A1B3A837E6B6B43C980DE03361F30374B270580","MyBOA","UI","1"
"23E8E59D4874A127ACB382882A1B3A837E6B6B43C980DE03361F30374B270580","MyBOA","Cryptography","3"
"23E8E59D4874A127ACB382882A1B3A837E6B6B43C980DE03361F30374B270580","MyBOA","Potentially Malicious","1"
"2287007DF55EDD7B3453D64275C08B7FE8235755B20E4B584F0293143A8D1A78","Standard/Stanbic Bank","Permissions","1"
"2287007DF55EDD7B3453D64275C08B7FE8235755B20E4B584F0293143A8D1A78","Standard/Stanbic Bank","Cryptography","7"
"2287007DF55EDD7B3453D64275C08B7FE8235755B20E4B584F0293143A8D1A78","Standard/Stanbic Bank","Network","6"
"2287007DF55EDD7B3453D64275C08B7FE8235755B20E4B584F0293143A8D1A78","Standard/Stanbic Bank","UI","2"
"2287007DF55EDD7B3453D64275C08B7FE8235755B20E4B584F0293143A8D1A78","Standard/Stanbic Bank","Inter-Component Communication","1"
"2287007DF55EDD7B3453D64275C08B7FE8235755B20E4B584F0293143A8D1A78","Standard/Stanbic Bank","Java Code Security","1"
"6E5404EC7DF37FC26916D1A1E26CB5415421A0E18B8B18EBC6EAE60D4BC93584","Atlantique Mobile","Network","5"
"6E5404EC7DF37FC26916D1A1E26CB5415421A0E18B8B18EBC6EAE60D4BC93584","Atlantique Mobile","Java Code Security","1"
"6E5404EC7DF37FC26916D1A1E26CB5415421A0E18B8B18EBC6EAE60D4BC93584","Atlantique Mobile","Permissions","1"
"6E5404EC7DF37FC26916D1A1E26CB5415421A0E18B8B18EBC6EAE60D4BC93584","Atlantique Mobile","Build Parametrization","1"
"6E5404EC7DF37FC26916D1A1E26CB5415421A0E18B8B18EBC6EAE60D4BC93584","Atlantique Mobile","Cryptography","1"
"18722FD2688DD128E1B467AC421C0A5EF17BD9844E795C7FD7667B13550B2158","NSIA Banque Direct","Permissions","2"
"18722FD2688DD128E1B467AC421C0A5EF17BD9844E795C7FD7667B13550B2158","NSIA Banque Direct","Network","7"
"AD7394617430C3BEEB0B320E23C15AEC4F92AA78ACC3B443992F657C2F51200F","BIMAO","Permissions","3"
"AD7394617430C3BEEB0B320E23C15AEC4F92AA78ACC3B443992F657C2F51200F","BIMAO","Dynamic Code Loading","1"
"AD7394617430C3BEEB0B320E23C15AEC4F92AA78ACC3B443992F657C2F51200F","BIMAO","Network","5"
"AD7394617430C3BEEB0B320E23C15AEC4F92AA78ACC3B443992F657C2F51200F","BIMAO","Local Storage - Shared Preferences","1"
"AD7394617430C3BEEB0B320E23C15AEC4F92AA78ACC3B443992F657C2F51200F","BIMAO","Java Code Security","1"
"AD7394617430C3BEEB0B320E23C15AEC4F92AA78ACC3B443992F657C2F51200F","BIMAO","Storage","2"
"AD7394617430C3BEEB0B320E23C15AEC4F92AA78ACC3B443992F657C2F51200F","BIMAO","UI","1"
"AD7394617430C3BEEB0B320E23C15AEC4F92AA78ACC3B443992F657C2F51200F","BIMAO","Cryptography","3"
"3B3297FC6505EC1E5462B60738B88A57910B7B98865BEFD982F6516C8B7D2A0F","Ecobank","Cryptography","2"
"3B3297FC6505EC1E5462B60738B88A57910B7B98865BEFD982F6516C8B7D2A0F","Ecobank","Network","6"
"3B3297FC6505EC1E5462B60738B88A57910B7B98865BEFD982F6516C8B7D2A0F","Ecobank","Inter-Component Communication","1"
"3B3297FC6505EC1E5462B60738B88A57910B7B98865BEFD982F6516C8B7D2A0F","Ecobank","Java Code Security","1"
"3B3297FC6505EC1E5462B60738B88A57910B7B98865BEFD982F6516C8B7D2A0F","Ecobank","Permissions","1"
"3B3297FC6505EC1E5462B60738B88A57910B7B98865BEFD982F6516C8B7D2A0F","Ecobank","UI","1"
"647C14F146F39205A64C349FE65CFBAD68D85374E2CC37A30A39BB4A6D0A4AB3","CBAO Mobile","Java Code Security","1"
"647C14F146F39205A64C349FE65CFBAD68D85374E2CC37A30A39BB4A6D0A4AB3","CBAO Mobile","Storage","1"
"647C14F146F39205A64C349FE65CFBAD68D85374E2CC37A30A39BB4A6D0A4AB3","CBAO Mobile","Cryptography","2"
"647C14F146F39205A64C349FE65CFBAD68D85374E2CC37A30A39BB4A6D0A4AB3","CBAO Mobile","Network","6"
"647C14F146F39205A64C349FE65CFBAD68D85374E2CC37A30A39BB4A6D0A4AB3","CBAO Mobile","UI","2"
"647C14F146F39205A64C349FE65CFBAD68D85374E2CC37A30A39BB4A6D0A4AB3","CBAO Mobile","Permissions","1"
"CFD84C1BACE43BC24231B3EB5645555F52104510358C3DC48EE071C71BBBF802","BIAT","Network","4"
"CFD84C1BACE43BC24231B3EB5645555F52104510358C3DC48EE071C71BBBF802","BIAT","Java Code Security","1"
"CFD84C1BACE43BC24231B3EB5645555F52104510358C3DC48EE071C71BBBF802","BIAT","Cryptography","3"
"CFD84C1BACE43BC24231B3EB5645555F52104510358C3DC48EE071C71BBBF802","BIAT","Logging","1"
"CFD84C1BACE43BC24231B3EB5645555F52104510358C3DC48EE071C71BBBF802","BIAT","UI","1"
"548A3CF09DEB3B997A8251520D525D87F4FEBDB8C4A56ED7E3C546569A43630D","SC Mobile","Cryptography","4"
"548A3CF09DEB3B997A8251520D525D87F4FEBDB8C4A56ED7E3C546569A43630D","SC Mobile","Storage","3"
"548A3CF09DEB3B997A8251520D525D87F4FEBDB8C4A56ED7E3C546569A43630D","SC Mobile","Network","12"
"548A3CF09DEB3B997A8251520D525D87F4FEBDB8C4A56ED7E3C546569A43630D","SC Mobile","Potentially Malicious","1"
"548A3CF09DEB3B997A8251520D525D87F4FEBDB8C4A56ED7E3C546569A43630D","SC Mobile","Permissions","2"
"548A3CF09DEB3B997A8251520D525D87F4FEBDB8C4A56ED7E3C546569A43630D","SC Mobile","Inter-Component Communication","1"
"548A3CF09DEB3B997A8251520D525D87F4FEBDB8C4A56ED7E3C546569A43630D","SC Mobile","Java Code Security","1"
"EBEAF1F854847681A435C0692233D8C5157AF7B6041FF7A7D6827C9200B2053C","BDU Mobile","Network","9"
"EBEAF1F854847681A435C0692233D8C5157AF7B6041FF7A7D6827C9200B2053C","BDU Mobile","Permissions","1"
"962E51F7E1F179D3872661E85605EF6EF85D9A7AD72F83674CA7DFB171DCD616","BDMKUNKAN","Network","6"
"962E51F7E1F179D3872661E85605EF6EF85D9A7AD72F83674CA7DFB171DCD616","BDMKUNKAN","Cryptography","4"
"962E51F7E1F179D3872661E85605EF6EF85D9A7AD72F83674CA7DFB171DCD616","BDMKUNKAN","Permissions","3"
"962E51F7E1F179D3872661E85605EF6EF85D9A7AD72F83674CA7DFB171DCD616","BDMKUNKAN","App Certificates","1"
"962E51F7E1F179D3872661E85605EF6EF85D9A7AD72F83674CA7DFB171DCD616","BDMKUNKAN","Java Code Security","1"
"4B1ACF2ACA48EAA3D48243976C89A8CBB5E8EAF273B8BB79852F0613E903EEC5","SG CONNECT","Network","7"
"4B1ACF2ACA48EAA3D48243976C89A8CBB5E8EAF273B8BB79852F0613E903EEC5","SG CONNECT","Cryptography","2"
"4B1ACF2ACA48EAA3D48243976C89A8CBB5E8EAF273B8BB79852F0613E903EEC5","SG CONNECT","Permissions","3"
"4B1ACF2ACA48EAA3D48243976C89A8CBB5E8EAF273B8BB79852F0613E903EEC5","SG CONNECT","Java Code Security","1"
"4B1ACF2ACA48EAA3D48243976C89A8CBB5E8EAF273B8BB79852F0613E903EEC5","SG CONNECT","Build Parametrization","1"
"5701A489498CF190652FFCCE54972841EFE4BB4B5A0F6950B4EAF3FDC275179C","BHN Mobile","Network","5"
"5701A489498CF190652FFCCE54972841EFE4BB4B5A0F6950B4EAF3FDC275179C","BHN Mobile","Java Code Security","1"
"5701A489498CF190652FFCCE54972841EFE4BB4B5A0F6950B4EAF3FDC275179C","BHN Mobile","Permissions","2"
"5701A489498CF190652FFCCE54972841EFE4BB4B5A0F6950B4EAF3FDC275179C","BHN Mobile","Logging","1"
"5701A489498CF190652FFCCE54972841EFE4BB4B5A0F6950B4EAF3FDC275179C","BHN Mobile","UI","2"
"5701A489498CF190652FFCCE54972841EFE4BB4B5A0F6950B4EAF3FDC275179C","BHN Mobile","Backend Credentials in Code","1"
"5701A489498CF190652FFCCE54972841EFE4BB4B5A0F6950B4EAF3FDC275179C","BHN Mobile","Cryptography","1"
"5701A489498CF190652FFCCE54972841EFE4BB4B5A0F6950B4EAF3FDC275179C","BHN Mobile","Dynamic Code Loading","1"
"2757808CADDEF2EA9B2C447DAD72B7C913F20ED286CA1B17EFC55208DA4F5C64","CDS Online","Cryptography","3"
"2757808CADDEF2EA9B2C447DAD72B7C913F20ED286CA1B17EFC55208DA4F5C64","CDS Online","Permissions","1"
"2757808CADDEF2EA9B2C447DAD72B7C913F20ED286CA1B17EFC55208DA4F5C64","CDS Online","Logging","1"
"2757808CADDEF2EA9B2C447DAD72B7C913F20ED286CA1B17EFC55208DA4F5C64","CDS Online","Network","4"
"2757808CADDEF2EA9B2C447DAD72B7C913F20ED286CA1B17EFC55208DA4F5C64","CDS Online","Storage","1"
"2757808CADDEF2EA9B2C447DAD72B7C913F20ED286CA1B17EFC55208DA4F5C64","CDS Online","Java Code Security","1"
"2D431FAB3899C6E7067B876F0D946389C2BDE4F0ACCD21130811FD472BEC6FBB","Ecobank Online","Network","9"
"2D431FAB3899C6E7067B876F0D946389C2BDE4F0ACCD21130811FD472BEC6FBB","Ecobank Online","Java Code Security","1"
"2D431FAB3899C6E7067B876F0D946389C2BDE4F0ACCD21130811FD472BEC6FBB","Ecobank Online","Permissions","3"
"2D431FAB3899C6E7067B876F0D946389C2BDE4F0ACCD21130811FD472BEC6FBB","Ecobank Online","Cryptography","1"
"37BCDBE041A9506614A227D1375CABF8635D96C89B44C4FFBF523A893C3F5DA5","ZeynaCash","Permissions","2"
"37BCDBE041A9506614A227D1375CABF8635D96C89B44C4FFBF523A893C3F5DA5","ZeynaCash","Network","2"
"37BCDBE041A9506614A227D1375CABF8635D96C89B44C4FFBF523A893C3F5DA5","ZeynaCash","Java Code Security","1"
"37BCDBE041A9506614A227D1375CABF8635D96C89B44C4FFBF523A893C3F5DA5","ZeynaCash","Build Parametrization","2"
"E8EF8F0A1467CC6B35897BB6B57C6CF8C46AB02497A673120ACF2A159F9AE3BB","BSIC","Network","3"
"E8EF8F0A1467CC6B35897BB6B57C6CF8C46AB02497A673120ACF2A159F9AE3BB","BSIC","Cryptography","2"
"E8EF8F0A1467CC6B35897BB6B57C6CF8C46AB02497A673120ACF2A159F9AE3BB","BSIC","Dynamic Code Loading","1"
"E8EF8F0A1467CC6B35897BB6B57C6CF8C46AB02497A673120ACF2A159F9AE3BB","BSIC","Java Code Security","1"
"E8EF8F0A1467CC6B35897BB6B57C6CF8C46AB02497A673120ACF2A159F9AE3BB","BSIC","Permissions","1"
"E8EF8F0A1467CC6B35897BB6B57C6CF8C46AB02497A673120ACF2A159F9AE3BB","BSIC","UI","2"
"F995B497995CDC5DEB43727493EE1D0672ECE132BDD7F0352AEFA8BC3EDB2710","FBNMobile Senegal","Network","4"
"F995B497995CDC5DEB43727493EE1D0672ECE132BDD7F0352AEFA8BC3EDB2710","FBNMobile Senegal","Java Code Security","1"
"F995B497995CDC5DEB43727493EE1D0672ECE132BDD7F0352AEFA8BC3EDB2710","FBNMobile Senegal","Permissions","1"
"B65ADF05355EF322D8F27EDC1BAEEF575C8531EE5FDB22A44EE084BA48E7F2E7","BHLINK","Network","4"
"B65ADF05355EF322D8F27EDC1BAEEF575C8531EE5FDB22A44EE084BA48E7F2E7","BHLINK","Permissions","4"
"B65ADF05355EF322D8F27EDC1BAEEF575C8531EE5FDB22A44EE084BA48E7F2E7","BHLINK","App Certificates","1"
"B65ADF05355EF322D8F27EDC1BAEEF575C8531EE5FDB22A44EE084BA48E7F2E7","BHLINK","Java Code Security","1"
"B65ADF05355EF322D8F27EDC1BAEEF575C8531EE5FDB22A44EE084BA48E7F2E7","BHLINK","Cryptography","5"
"BCE4B5101278CDB3CCBB8EC3C1CA0775D7E2975DFC181935AB3A30A35027DC13","Citi Mobile","Potentially Malicious","2"
"BCE4B5101278CDB3CCBB8EC3C1CA0775D7E2975DFC181935AB3A30A35027DC13","Citi Mobile","Network","9"
"BCE4B5101278CDB3CCBB8EC3C1CA0775D7E2975DFC181935AB3A30A35027DC13","Citi Mobile","Java Code Security","1"
"BCE4B5101278CDB3CCBB8EC3C1CA0775D7E2975DFC181935AB3A30A35027DC13","Citi Mobile","Permissions","4"
"BCE4B5101278CDB3CCBB8EC3C1CA0775D7E2975DFC181935AB3A30A35027DC13","Citi Mobile","Storage","3"
"BCE4B5101278CDB3CCBB8EC3C1CA0775D7E2975DFC181935AB3A30A35027DC13","Citi Mobile","Cryptography","6"
"BCE4B5101278CDB3CCBB8EC3C1CA0775D7E2975DFC181935AB3A30A35027DC13","Citi Mobile","UI","3"
"923750A26F119F54833319A58D128AC78EC496A7B4354E0D590085B3DC174004","BDM-ECONNECT","Permissions","3"
"923750A26F119F54833319A58D128AC78EC496A7B4354E0D590085B3DC174004","BDM-ECONNECT","Storage","2"
"923750A26F119F54833319A58D128AC78EC496A7B4354E0D590085B3DC174004","BDM-ECONNECT","Cryptography","5"
"923750A26F119F54833319A58D128AC78EC496A7B4354E0D590085B3DC174004","BDM-ECONNECT","Network","7"
"923750A26F119F54833319A58D128AC78EC496A7B4354E0D590085B3DC174004","BDM-ECONNECT","Backend Credentials in Code","1"
"923750A26F119F54833319A58D128AC78EC496A7B4354E0D590085B3DC174004","BDM-ECONNECT","Java Code Security","1"
"8AEDB84BB2D4F91BFB64A29511044CA8A4AB5355EAE8A6CE2F5FE9865A15DA32","Outarde","Java Code Security","1"
"8AEDB84BB2D4F91BFB64A29511044CA8A4AB5355EAE8A6CE2F5FE9865A15DA32","Outarde","Storage","1"
"8AEDB84BB2D4F91BFB64A29511044CA8A4AB5355EAE8A6CE2F5FE9865A15DA32","Outarde","Permissions","3"
"8AEDB84BB2D4F91BFB64A29511044CA8A4AB5355EAE8A6CE2F5FE9865A15DA32","Outarde","Network","1"
"8AEDB84BB2D4F91BFB64A29511044CA8A4AB5355EAE8A6CE2F5FE9865A15DA32","Outarde","Cryptography","1"
"42655DE38F8088A316C78A1F435F295235A4F526FB65585D8344336137BC22F7","BICIAB Mobile","Cryptography","1"
"42655DE38F8088A316C78A1F435F295235A4F526FB65585D8344336137BC22F7","BICIAB Mobile","Permissions","1"
"42655DE38F8088A316C78A1F435F295235A4F526FB65585D8344336137BC22F7","BICIAB Mobile","Network","4"
"42655DE38F8088A316C78A1F435F295235A4F526FB65585D8344336137BC22F7","BICIAB Mobile","Local Storage - Shared Preferences","1"
"9717CB05209B9C2922490CD9821EA6BF245B65CE4571252DC4353211E8BCA0AB","BIA Niger","Network","5"
"9717CB05209B9C2922490CD9821EA6BF245B65CE4571252DC4353211E8BCA0AB","BIA Niger","Java Code Security","1"
"9717CB05209B9C2922490CD9821EA6BF245B65CE4571252DC4353211E8BCA0AB","BIA Niger","Permissions","1"
"9717CB05209B9C2922490CD9821EA6BF245B65CE4571252DC4353211E8BCA0AB","BIA Niger","Build Parametrization","1"
"9717CB05209B9C2922490CD9821EA6BF245B65CE4571252DC4353211E8BCA0AB","BIA Niger","Cryptography","1"
"D2F2FA33EBF421EB03B8DC85007818D30C98A5B88D4369FEEB5841B9C13973DD","SARA","Network","4"
"D2F2FA33EBF421EB03B8DC85007818D30C98A5B88D4369FEEB5841B9C13973DD","SARA","Cryptography","1"
"D2F2FA33EBF421EB03B8DC85007818D30C98A5B88D4369FEEB5841B9C13973DD","SARA","Permissions","1"
"D2F2FA33EBF421EB03B8DC85007818D30C98A5B88D4369FEEB5841B9C13973DD","SARA","Build Parametrization","1"
"D2F2FA33EBF421EB03B8DC85007818D30C98A5B88D4369FEEB5841B9C13973DD","SARA","Storage","2"
"D92183A9F68E4B35FDB6F4EDBE8C0538FBE3329BA1779FF6A507A3F19C6FD4A0","BDK Mobile","Network","8"
"D92183A9F68E4B35FDB6F4EDBE8C0538FBE3329BA1779FF6A507A3F19C6FD4A0","BDK Mobile","Permissions","2"
"B4BAE3A22BDB56B3DCC06FE13650B9F4801B5966C4618C37E0A68368B5A519FF","Coris Money","Cryptography","2"
"B4BAE3A22BDB56B3DCC06FE13650B9F4801B5966C4618C37E0A68368B5A519FF","Coris Money","Network","12"
"B4BAE3A22BDB56B3DCC06FE13650B9F4801B5966C4618C37E0A68368B5A519FF","Coris Money","Permissions","2"
"B4BAE3A22BDB56B3DCC06FE13650B9F4801B5966C4618C37E0A68368B5A519FF","Coris Money","Java Code Security","1"
"19E30D8993ECEDA1FBAF2D32A4B436835EA91225189447893B8D4749EA6A15C1","BGFIMobile UEMOA","Network","5"
"19E30D8993ECEDA1FBAF2D32A4B436835EA91225189447893B8D4749EA6A15C1","BGFIMobile UEMOA","UI","2"
"19E30D8993ECEDA1FBAF2D32A4B436835EA91225189447893B8D4749EA6A15C1","BGFIMobile UEMOA","Cryptography","1"
"19E30D8993ECEDA1FBAF2D32A4B436835EA91225189447893B8D4749EA6A15C1","BGFIMobile UEMOA","Java Code Security","1"
"8988246BEE89997DF132B42A96A700B0330899AFE269100EEBD806AE67F5D9D1","Versus Mobile Banking","Network","6"
"8988246BEE89997DF132B42A96A700B0330899AFE269100EEBD806AE67F5D9D1","Versus Mobile Banking","Logging","2"
"8988246BEE89997DF132B42A96A700B0330899AFE269100EEBD806AE67F5D9D1","Versus Mobile Banking","UI","3"
"8988246BEE89997DF132B42A96A700B0330899AFE269100EEBD806AE67F5D9D1","Versus Mobile Banking","General","1"
"8988246BEE89997DF132B42A96A700B0330899AFE269100EEBD806AE67F5D9D1","Versus Mobile Banking","Cryptography","1"
"8988246BEE89997DF132B42A96A700B0330899AFE269100EEBD806AE67F5D9D1","Versus Mobile Banking","Local Storage - Shared Preferences","1"
"B1B6F3BFC143B140B6A55601594E738D9D42A6903ACD45525EA35DD256FAC4E5","BSIC-TG Mobile Banking","Permissions","2"
"B1B6F3BFC143B140B6A55601594E738D9D42A6903ACD45525EA35DD256FAC4E5","BSIC-TG Mobile Banking","Network","6"
"9C0D0000611AC983024E54CFE00FABB03E2D299BE664D7FAD6DC0F210D213C7D","BNI GeoTracker","Network","4"
"9C0D0000611AC983024E54CFE00FABB03E2D299BE664D7FAD6DC0F210D213C7D","BNI GeoTracker","App Certificates","1"
"9C0D0000611AC983024E54CFE00FABB03E2D299BE664D7FAD6DC0F210D213C7D","BNI GeoTracker","Java Code Security","1"
"9C0D0000611AC983024E54CFE00FABB03E2D299BE664D7FAD6DC0F210D213C7D","BNI GeoTracker","Cryptography","3"
"AD050406879E654F61483868093CC59FFEB2C7E971ED97B981B02555201315BC","BDA Online","Network","8"
"AD050406879E654F61483868093CC59FFEB2C7E971ED97B981B02555201315BC","BDA Online","Permissions","2"
"6411537AD27055D2EB7395665F012EF77545F4DBB188528F2E07625D8710C4EB","SIBNET","Storage","1"
"6411537AD27055D2EB7395665F012EF77545F4DBB188528F2E07625D8710C4EB","SIBNET","Network","4"
"6411537AD27055D2EB7395665F012EF77545F4DBB188528F2E07625D8710C4EB","SIBNET","Java Code Security","1"
"6411537AD27055D2EB7395665F012EF77545F4DBB188528F2E07625D8710C4EB","SIBNET","Cryptography","3"
"6411537AD27055D2EB7395665F012EF77545F4DBB188528F2E07625D8710C4EB","SIBNET","Permissions","1"
"6411537AD27055D2EB7395665F012EF77545F4DBB188528F2E07625D8710C4EB","SIBNET","Logging","1"
"10FE2CAE3467B7678AFF43EC2B2419FE2380E7B701A0515C65C88E16B76C30C3","NSIA NOVAPLUS App'","Cryptography","3"
"10FE2CAE3467B7678AFF43EC2B2419FE2380E7B701A0515C65C88E16B76C30C3","NSIA NOVAPLUS App'","Network","3"
"10FE2CAE3467B7678AFF43EC2B2419FE2380E7B701A0515C65C88E16B76C30C3","NSIA NOVAPLUS App'","Permissions","3"
"10FE2CAE3467B7678AFF43EC2B2419FE2380E7B701A0515C65C88E16B76C30C3","NSIA NOVAPLUS App'","App Certificates","1"
"10FE2CAE3467B7678AFF43EC2B2419FE2380E7B701A0515C65C88E16B76C30C3","NSIA NOVAPLUS App'","Java Code Security","1"
"2F2D23001C24092754D12898AF3DCEC0876FAE60E3BD8ADE81724D218952ED84","BICIS Mobile","Permissions","1"
"2F2D23001C24092754D12898AF3DCEC0876FAE60E3BD8ADE81724D218952ED84","BICIS Mobile","Network","4"
"2F2D23001C24092754D12898AF3DCEC0876FAE60E3BD8ADE81724D218952ED84","BICIS Mobile","Local Storage - Shared Preferences","1"
"2F2D23001C24092754D12898AF3DCEC0876FAE60E3BD8ADE81724D218952ED84","BICIS Mobile","Cryptography","1"
"FC6A5221DB71C399602CAD61664B8C0D87D3C6818A866F11FAD8A1833C9FE85E","BSIC-BF Mobile Banking","Network","6"
"FC6A5221DB71C399602CAD61664B8C0D87D3C6818A866F11FAD8A1833C9FE85E","BSIC-BF Mobile Banking","Permissions","2"
"B401955B141A13826992DB74BBBF20444192A9B1677D1BC21CDF05354A0CA604","Wafacash","Permissions","2"
"B401955B141A13826992DB74BBBF20444192A9B1677D1BC21CDF05354A0CA604","Wafacash","Build Parametrization","1"
"B401955B141A13826992DB74BBBF20444192A9B1677D1BC21CDF05354A0CA604","Wafacash","Network","9"
"B401955B141A13826992DB74BBBF20444192A9B1677D1BC21CDF05354A0CA604","Wafacash","Backend Credentials in Code","1"
"B401955B141A13826992DB74BBBF20444192A9B1677D1BC21CDF05354A0CA604","Wafacash","Cryptography","1"
"B401955B141A13826992DB74BBBF20444192A9B1677D1BC21CDF05354A0CA604","Wafacash","Local Storage - Shared Preferences","1"
